consecutivo,ola,zona_archivo,zona,region,t_hogar,t_personas,es_split,lat_decimal,lon_decimal,coord_valida_ola,hogar,llave,zona_2010,RegionLb,hogar_n16,llave_n16,zona_2016,region_2016,cambio_residencia_ola
123224,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123225,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123226,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123227,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123228,2010,rural,Rural,Eje Cafetero,2,3,0,,,,,,,,,,,,
123229,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123230,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123231,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123232,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
123233,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123234,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123235,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123236,2010,rural,Rural,Eje Cafetero,1,9,0,,,,,,,,,,,,
123237,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
123238,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123239,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123240,2010,rural,Rural,Eje Cafetero,2,8,0,,,,,,,,,,,,
123241,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123242,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
123243,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123244,2010,rural,Rural,Eje Cafetero,1,9,0,,,,,,,,,,,,
123245,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123246,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123247,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123248,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123249,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123251,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123252,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123253,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123254,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123255,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123256,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
123257,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
123258,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123259,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123260,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123261,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
123262,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123263,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123264,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
123265,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123266,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123267,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123268,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123269,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123270,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123271,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123500,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123501,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123503,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123504,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123506,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123507,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123508,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123509,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123510,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123511,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123512,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123513,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123514,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123515,2010,rural,Rural,Eje Cafetero,2,11,0,,,,,,,,,,,,
123516,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123517,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123518,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123519,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123520,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123521,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123522,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123523,2010,rural,Rural,Eje Cafetero,1,10,0,,,,,,,,,,,,
123524,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123525,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123526,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123528,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123529,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123530,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123532,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123533,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123534,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123535,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123536,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123537,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123538,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123539,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123540,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123541,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123542,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123543,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123544,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
123545,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123546,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123547,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123548,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123549,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
123550,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123551,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
123552,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123553,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123554,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
123555,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
123556,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123557,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123558,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
123559,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124114,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124116,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124117,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124118,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124119,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
124120,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124121,2010,rural,Rural,Eje Cafetero,4,2,0,,,,,,,,,,,,
124122,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124123,2010,rural,Rural,Eje Cafetero,1,8,0,,,,,,,,,,,,
124124,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124125,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124126,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124127,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
124128,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
124129,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124130,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124131,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124132,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
124133,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124200,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124201,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124202,2010,rural,Rural,Eje Cafetero,2,4,0,,,,,,,,,,,,
124203,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124205,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124206,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
124207,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124208,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
124209,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124210,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
124211,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124212,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
124213,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
124214,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125200,2010,rural,Rural,Eje Cafetero,1,9,0,,,,,,,,,,,,
125201,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125202,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125203,2010,rural,Rural,Eje Cafetero,2,3,0,,,,,,,,,,,,
125204,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125205,2010,rural,Rural,Eje Cafetero,2,4,0,,,,,,,,,,,,
125206,2010,rural,Rural,Eje Cafetero,1,9,0,,,,,,,,,,,,
125207,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125208,2010,rural,Rural,Eje Cafetero,2,4,0,,,,,,,,,,,,
125209,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125210,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125211,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125212,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125213,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
125214,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
125215,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125216,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125217,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125219,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125220,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125221,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
125222,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125223,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125224,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
125225,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
125226,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125227,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125228,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125229,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125230,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125231,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125232,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125233,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125234,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125235,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125236,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125237,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125238,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125239,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125240,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125242,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125243,2010,rural,Rural,Eje Cafetero,2,4,0,,,,,,,,,,,,
125244,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125245,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125247,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125248,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125249,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125250,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125251,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125252,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
125253,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125254,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125255,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125256,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125500,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125501,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125502,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125503,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125504,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125505,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125506,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125507,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125508,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125509,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125510,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125511,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125513,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125514,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125515,2010,rural,Rural,Eje Cafetero,1,6,0,,,,,,,,,,,,
125516,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125517,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125518,2010,rural,Rural,Eje Cafetero,2,2,0,,,,,,,,,,,,
125519,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125520,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125521,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125522,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125523,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125524,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125525,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125526,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125527,2010,rural,Rural,Eje Cafetero,2,10,0,,,,,,,,,,,,
125528,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125529,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125530,2010,rural,Rural,Eje Cafetero,3,3,0,,,,,,,,,,,,
125531,2010,rural,Rural,Eje Cafetero,3,4,0,,,,,,,,,,,,
125532,2010,rural,Rural,Eje Cafetero,1,7,0,,,,,,,,,,,,
125533,2010,rural,Rural,Eje Cafetero,3,2,0,,,,,,,,,,,,
125534,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125535,2010,rural,Rural,Eje Cafetero,2,5,0,,,,,,,,,,,,
125536,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125537,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125538,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125539,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125540,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125541,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125542,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125543,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125544,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125545,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125546,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125547,2010,rural,Rural,Eje Cafetero,2,3,0,,,,,,,,,,,,
125548,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125549,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125550,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125551,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125552,2010,rural,Rural,Eje Cafetero,1,5,0,,,,,,,,,,,,
125553,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125554,2010,rural,Rural,Eje Cafetero,1,8,0,,,,,,,,,,,,
125555,2010,rural,Rural,Eje Cafetero,1,2,0,,,,,,,,,,,,
125556,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125557,2010,rural,Rural,Eje Cafetero,1,3,0,,,,,,,,,,,,
125558,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
125559,2010,rural,Rural,Eje Cafetero,1,4,0,,,,,,,,,,,,
131122,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131123,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131124,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131125,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131127,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131128,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131129,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131130,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131131,2010,rural,Rural,Atl???ntica Media,1,11,0,,,,,,,,,,,,
131132,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131133,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131134,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131135,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131136,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131137,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131138,2010,rural,Rural,Atl???ntica Media,1,10,0,,,,,,,,,,,,
131139,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131140,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131141,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131142,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131143,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131144,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131145,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131146,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131147,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131148,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131149,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131150,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131151,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131152,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131153,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131154,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131155,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131156,2010,rural,Rural,Atl???ntica Media,1,9,0,,,,,,,,,,,,
131157,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131158,2010,rural,Rural,Atl???ntica Media,1,8,0,,,,,,,,,,,,
131159,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131160,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131161,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131162,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131163,2010,rural,Rural,Atl???ntica Media,1,9,0,,,,,,,,,,,,
131164,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131165,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131166,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131167,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131168,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131169,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131170,2010,rural,Rural,Atl???ntica Media,1,11,0,,,,,,,,,,,,
131171,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131172,2010,rural,Rural,Atl???ntica Media,1,8,0,,,,,,,,,,,,
131173,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131174,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131175,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131176,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131177,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131178,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131179,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131180,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131181,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131182,2010,rural,Rural,Atl???ntica Media,2,4,0,,,,,,,,,,,,
131183,2010,rural,Rural,Atl???ntica Media,2,4,0,,,,,,,,,,,,
131184,2010,rural,Rural,Atl???ntica Media,1,8,0,,,,,,,,,,,,
131185,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131186,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131187,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131188,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131189,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131190,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131191,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131192,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131193,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131194,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131195,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131196,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131400,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131401,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131402,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131403,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131404,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131405,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131406,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131407,2010,rural,Rural,Atl???ntica Media,1,8,0,,,,,,,,,,,,
131408,2010,rural,Rural,Atl???ntica Media,1,3,0,,,,,,,,,,,,
131409,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131410,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131411,2010,rural,Rural,Atl???ntica Media,1,8,0,,,,,,,,,,,,
131412,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131413,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131414,2010,rural,Rural,Atl???ntica Media,1,2,0,,,,,,,,,,,,
131415,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131416,2010,rural,Rural,Atl???ntica Media,1,6,0,,,,,,,,,,,,
131417,2010,rural,Rural,Atl???ntica Media,1,4,0,,,,,,,,,,,,
131418,2010,rural,Rural,Atl???ntica Media,1,7,0,,,,,,,,,,,,
131419,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
131420,2010,rural,Rural,Atl???ntica Media,1,5,0,,,,,,,,,,,,
