año;semestre;mes;dominio;li;lp
2017;2;9;FLORENCIA;125844,1055;339267,6804
2017;2;10;FLORENCIA;125844,1055;339267,6804
2017;2;11;FLORENCIA;125844,1055;339267,6804
2017;2;12;FLORENCIA;125844,1055;339267,6804
2017;1;1;IBAGUE;133487,7276;360056,5675
2017;1;2;IBAGUE;133487,7276;360056,5675
2017;1;3;IBAGUE;133487,7276;360056,5675
2017;1;4;IBAGUE;133487,7276;360056,5675
2017;1;5;IBAGUE;133487,7276;360056,5675
2017;1;6;IBAGUE;133487,7276;360056,5675
2017;2;7;IBAGUE;131765,4984;360655,2055
2017;2;8;IBAGUE;131765,4984;360655,2055
2017;2;9;IBAGUE;131765,4984;360655,2055
2017;2;10;IBAGUE;131765,4984;360655,2055
2017;2;11;IBAGUE;131765,4984;360655,2055
2017;2;12;IBAGUE;131765,4984;360655,2055
2017;1;1;MANIZALES;127065,0036;355228,6285
2017;1;2;MANIZALES;127065,0036;355228,6285
2017;1;3;MANIZALES;127065,0036;355228,6285
2017;1;4;MANIZALES;127065,0036;355228,6285
2017;1;5;MANIZALES;127065,0036;355228,6285
2017;1;6;MANIZALES;127065,0036;355228,6285
2017;2;7;MANIZALES;125346,7005;356334,485
2017;2;8;MANIZALES;125346,7005;356334,485
2017;2;9;MANIZALES;125346,7005;356334,485
2017;2;10;MANIZALES;125346,7005;356334,485
2017;2;11;MANIZALES;125346,7005;356334,485
2017;2;12;MANIZALES;125346,7005;356334,485
2017;1;1;MEDELLIN;134652,6703;376629,4655
2017;1;2;MEDELLIN;134652,6703;376629,4655
2017;1;3;MEDELLIN;134652,6703;376629,4655
2017;1;4;MEDELLIN;134652,6703;376629,4655
2017;1;5;MEDELLIN;134652,6703;376629,4655
2017;1;6;MEDELLIN;134652,6703;376629,4655
2017;2;7;MEDELLIN;133360,8104;379143,6408
2017;2;8;MEDELLIN;133360,8104;379143,6408
2017;2;9;MEDELLIN;133360,8104;379143,6408
2017;2;10;MEDELLIN;133360,8104;379143,6408
2017;2;11;MEDELLIN;133360,8104;379143,6408
2017;2;12;MEDELLIN;133360,8104;379143,6408
2017;1;1;MONTERIA;131100,7524;302838,6179
2017;1;2;MONTERIA;131100,7524;302838,6179
2017;1;3;MONTERIA;131100,7524;302838,6179
2017;1;4;MONTERIA;131100,7524;302838,6179
2017;1;5;MONTERIA;131100,7524;302838,6179
2017;1;6;MONTERIA;131100,7524;302838,6179
2017;2;7;MONTERIA;125707,3205;299968,0989
2017;2;8;MONTERIA;125707,3205;299968,0989
2017;2;9;MONTERIA;125707,3205;299968,0989
2017;2;10;MONTERIA;125707,3205;299968,0989
2017;2;11;MONTERIA;125707,3205;299968,0989
2017;2;12;MONTERIA;125707,3205;299968,0989
2017;1;1;NEIVA;141375,9353;388884,6486
2017;1;2;NEIVA;141375,9353;388884,6486
2017;1;3;NEIVA;141375,9353;388884,6486
2017;1;4;NEIVA;141375,9353;388884,6486
2017;1;5;NEIVA;141375,9353;388884,6486
2017;1;6;NEIVA;141375,9353;388884,6486
2017;2;7;NEIVA;139805,0753;389798,3259
2017;2;8;NEIVA;139805,0753;389798,3259
2017;2;9;NEIVA;139805,0753;389798,3259
2017;2;10;NEIVA;139805,0753;389798,3259
2017;2;11;NEIVA;139805,0753;389798,3259
2017;2;12;NEIVA;139805,0753;389798,3259
2017;1;1;PASTO;143800,555;365277,1432
2017;1;2;PASTO;143800,555;365277,1432
2017;1;3;PASTO;143800,555;365277,1432
2017;1;4;PASTO;143800,555;365277,1432
2017;1;5;PASTO;143800,555;365277,1432
2017;1;6;PASTO;143800,555;365277,1432
2017;2;7;PASTO;146079,4069;370561,2672
2017;2;8;PASTO;146079,4069;370561,2672
2017;2;9;PASTO;146079,4069;370561,2672
2017;2;10;PASTO;146079,4069;370561,2672
2017;2;11;PASTO;146079,4069;370561,2672
2017;2;12;PASTO;146079,4069;370561,2672
2017;1;1;PEREIRA;139441,195;368542,0603
2017;1;2;PEREIRA;139441,195;368542,0603
2017;1;3;PEREIRA;139441,195;368542,0603
2017;1;4;PEREIRA;139441,195;368542,0603
2017;1;5;PEREIRA;139441,195;368542,0603
2017;1;6;PEREIRA;139441,195;368542,0603
2017;2;7;PEREIRA;137841,6403;369487,2072
2017;2;8;PEREIRA;137841,6403;369487,2072
2017;2;9;PEREIRA;137841,6403;369487,2072
2017;2;10;PEREIRA;137841,6403;369487,2072
2017;2;11;PEREIRA;137841,6403;369487,2072
2017;2;12;PEREIRA;137841,6403;369487,2072
2017;1;1;POPAYAN;158643,1306;388950,3
2017;1;2;POPAYAN;158643,1306;388950,3
2017;1;3;POPAYAN;158643,1306;388950,3
2017;1;4;POPAYAN;158643,1306;388950,3
2017;1;5;POPAYAN;158643,1306;388950,3
2017;1;6;POPAYAN;158643,1306;388950,3
2017;2;7;POPAYAN;156988,634;392429,2309
2017;2;8;POPAYAN;156988,634;392429,2309
2017;2;9;POPAYAN;156988,634;392429,2309
2017;2;10;POPAYAN;156988,634;392429,2309
2017;2;11;POPAYAN;156988,634;392429,2309
2017;2;12;POPAYAN;156988,634;392429,2309
2017;1;1;QUIBDO;154269,8191;376711,1287
2017;1;2;QUIBDO;154269,8191;376711,1287
2017;1;3;QUIBDO;154269,8191;376711,1287
2017;1;4;QUIBDO;154269,8191;376711,1287
2017;1;5;QUIBDO;154269,8191;376711,1287
2017;1;6;QUIBDO;154269,8191;376711,1287
2017;2;7;QUIBDO;152388,886;377062,2246
2017;2;8;QUIBDO;152388,886;377062,2246
2017;2;9;QUIBDO;152388,886;377062,2246
2017;2;10;QUIBDO;152388,886;377062,2246
2017;2;11;QUIBDO;152388,886;377062,2246
2017;2;12;QUIBDO;152388,886;377062,2246
2017;1;1;RESTO URBANO;126270,266;280021,2062
2017;1;2;RESTO URBANO;126270,266;280021,2062
2017;1;3;RESTO URBANO;126270,266;280021,2062
2017;1;4;RESTO URBANO;126270,266;280021,2062
2017;1;5;RESTO URBANO;126270,266;280021,2062
2017;1;6;RESTO URBANO;126270,266;280021,2062
2017;2;7;RESTO URBANO;124730,7171;280282,1868
2017;2;8;RESTO URBANO;124730,7171;280282,1868
2017;2;9;RESTO URBANO;124730,7171;280282,1868
2017;2;10;RESTO URBANO;124730,7171;280282,1868
2017;2;11;RESTO URBANO;124730,7171;280282,1868
2017;2;12;RESTO URBANO;124730,7171;280282,1868
2017;1;1;RIOHACHA;121582,9484;260762,4462
2017;1;2;RIOHACHA;121582,9484;260762,4462
2017;1;3;RIOHACHA;121582,9484;260762,4462
2017;1;4;RIOHACHA;121582,9484;260762,4462
2017;1;5;RIOHACHA;121582,9484;260762,4462
2017;1;6;RIOHACHA;121582,9484;260762,4462
2017;2;7;RIOHACHA;119137,3362;259201,1305
2017;2;8;RIOHACHA;119137,3362;259201,1305
2017;2;9;RIOHACHA;119137,3362;259201,1305
2017;2;10;RIOHACHA;119137,3362;259201,1305
2017;2;11;RIOHACHA;119137,3362;259201,1305
2017;2;12;RIOHACHA;119137,3362;259201,1305
2017;1;1;RURAL;103422,3418;200327,03
2017;1;2;RURAL;103422,3418;200327,03
2017;1;3;RURAL;103422,3418;200327,03
2017;1;4;RURAL;103422,3418;200327,03
2017;1;5;RURAL;103422,3418;200327,03
2017;1;6;RURAL;103422,3418;200327,03
2017;2;7;RURAL;101534,2518;200350,7101
2017;2;8;RURAL;101534,2518;200350,7101
2017;2;9;RURAL;101534,2518;200350,7101
2017;2;10;RURAL;101534,2518;200350,7101
2017;2;11;RURAL;101534,2518;200350,7101
2017;2;12;RURAL;101534,2518;200350,7101
2017;1;1;SANTA MARTA;144947,9118;310971,2977
2017;1;2;SANTA MARTA;144947,9118;310971,2977
2017;1;3;SANTA MARTA;144947,9118;310971,2977
2017;1;4;SANTA MARTA;144947,9118;310971,2977
2017;1;5;SANTA MARTA;144947,9118;310971,2977
2017;1;6;SANTA MARTA;144947,9118;310971,2977
2017;2;7;SANTA MARTA;142719,2771;311645,5726
2017;2;8;SANTA MARTA;142719,2771;311645,5726
2017;2;9;SANTA MARTA;142719,2771;311645,5726
2017;2;10;SANTA MARTA;142719,2771;311645,5726
2017;2;11;SANTA MARTA;142719,2771;311645,5726
2017;2;12;SANTA MARTA;142719,2771;311645,5726
2017;1;1;SINCELEJO;116819,4545;285684,6996
2017;1;2;SINCELEJO;116819,4545;285684,6996
2017;1;3;SINCELEJO;116819,4545;285684,6996
2017;1;4;SINCELEJO;116819,4545;285684,6996
2017;1;5;SINCELEJO;116819,4545;285684,6996
2017;1;6;SINCELEJO;116819,4545;285684,6996
2017;2;7;SINCELEJO;114022,7663;284268,7662
2017;2;8;SINCELEJO;114022,7663;284268,7662
2017;2;9;SINCELEJO;114022,7663;284268,7662
2017;2;10;SINCELEJO;114022,7663;284268,7662
2017;2;11;SINCELEJO;114022,7663;284268,7662
2017;2;12;SINCELEJO;114022,7663;284268,7662
2017;1;1;TUNJA;162469,0133;403790,3099
2017;1;2;TUNJA;162469,0133;403790,3099
2017;1;3;TUNJA;162469,0133;403790,3099
2017;1;4;TUNJA;162469,0133;403790,3099
2017;1;5;TUNJA;162469,0133;403790,3099
2017;1;6;TUNJA;162469,0133;403790,3099
2017;2;7;TUNJA;163580,7424;407870,2682
2017;2;8;TUNJA;163580,7424;407870,2682
2017;2;9;TUNJA;163580,7424;407870,2682
2017;2;10;TUNJA;163580,7424;407870,2682
2017;2;11;TUNJA;163580,7424;407870,2682
2017;2;12;TUNJA;163580,7424;407870,2682
2017;1;1;VALLEDUPAR;123669,3078;310343,3137
2017;1;2;VALLEDUPAR;123669,3078;310343,3137
2017;1;3;VALLEDUPAR;123669,3078;310343,3137
2017;1;4;VALLEDUPAR;123669,3078;310343,3137
2017;1;5;VALLEDUPAR;123669,3078;310343,3137
2017;1;6;VALLEDUPAR;123669,3078;310343,3137
2017;2;7;VALLEDUPAR;123006,7632;311759,4613
2017;2;8;VALLEDUPAR;123006,7632;311759,4613
2017;2;9;VALLEDUPAR;123006,7632;311759,4613
2017;2;10;VALLEDUPAR;123006,7632;311759,4613
2017;2;11;VALLEDUPAR;123006,7632;311759,4613
2017;2;12;VALLEDUPAR;123006,7632;311759,4613
2017;1;1;VILLAVICENCIO;153334,93;354676,108
2017;1;2;VILLAVICENCIO;153334,93;354676,108
2017;1;3;VILLAVICENCIO;153334,93;354676,108
2017;1;4;VILLAVICENCIO;153334,93;354676,108
2017;1;5;VILLAVICENCIO;153334,93;354676,108
2017;1;6;VILLAVICENCIO;153334,93;354676,108
2017;2;7;VILLAVICENCIO;152559,5688;354568,3689
2017;2;8;VILLAVICENCIO;152559,5688;354568,3689
2017;2;9;VILLAVICENCIO;152559,5688;354568,3689
2017;2;10;VILLAVICENCIO;152559,5688;354568,3689
2017;2;11;VILLAVICENCIO;152559,5688;354568,3689
2017;2;12;VILLAVICENCIO;152559,5688;354568,3689
2018;1;1;ARMENIA;144624,8162;372997,0752
2018;1;2;ARMENIA;144624,8162;372997,0752
2018;1;3;ARMENIA;144624,8162;372997,0752
2018;1;4;ARMENIA;144624,8162;372997,0752
2018;1;5;ARMENIA;144624,8162;372997,0752
2018;1;6;ARMENIA;144624,8162;372997,0752
2018;2;7;ARMENIA;145118,3258;376642,5837
2018;2;8;ARMENIA;145118,3258;376642,5837
2018;2;9;ARMENIA;145118,3258;376642,5837
2018;2;10;ARMENIA;145118,3258;376642,5837
2018;2;11;ARMENIA;145118,3258;376642,5837
2018;2;12;ARMENIA;145118,3258;376642,5837
2018;1;1;BARRANQUILLA;138500,4572;312530,2405
2018;1;2;BARRANQUILLA;138500,4572;312530,2405
2018;1;3;BARRANQUILLA;138500,4572;312530,2405
2018;1;4;BARRANQUILLA;138500,4572;312530,2405
2018;1;5;BARRANQUILLA;138500,4572;312530,2405
2018;1;6;BARRANQUILLA;138500,4572;312530,2405
2018;2;7;BARRANQUILLA;139185,0051;316814,8281
2018;2;8;BARRANQUILLA;139185,0051;316814,8281
2018;2;9;BARRANQUILLA;139185,0051;316814,8281
2018;2;10;BARRANQUILLA;139185,0051;316814,8281
2018;2;11;BARRANQUILLA;139185,0051;316814,8281
2018;2;12;BARRANQUILLA;139185,0051;316814,8281
2018;1;1;BOGOTA;162912,1663;433484,7521
2018;1;2;BOGOTA;162912,1663;433484,7521
2018;1;3;BOGOTA;162912,1663;433484,7521
2018;1;4;BOGOTA;162912,1663;433484,7521
2018;1;5;BOGOTA;162912,1663;433484,7521
2018;1;6;BOGOTA;162912,1663;433484,7521
2018;2;7;BOGOTA;163432,3141;435766,9351
2018;2;8;BOGOTA;163432,3141;435766,9351
2018;2;9;BOGOTA;163432,3141;435766,9351
2018;2;10;BOGOTA;163432,3141;435766,9351
2018;2;11;BOGOTA;163432,3141;435766,9351
2018;2;12;BOGOTA;163432,3141;435766,9351
2018;1;1;BUCARAMANGA;169727,1541;432216,6492
2018;1;2;BUCARAMANGA;169727,1541;432216,6492
2018;1;3;BUCARAMANGA;169727,1541;432216,6492
2018;1;4;BUCARAMANGA;169727,1541;432216,6492
2018;1;5;BUCARAMANGA;169727,1541;432216,6492
2018;1;6;BUCARAMANGA;169727,1541;432216,6492
2018;2;7;BUCARAMANGA;170443,453;433063,2902
2018;2;8;BUCARAMANGA;170443,453;433063,2902
2018;2;9;BUCARAMANGA;170443,453;433063,2902
2018;2;10;BUCARAMANGA;170443,453;433063,2902
2018;2;11;BUCARAMANGA;170443,453;433063,2902
2018;2;12;BUCARAMANGA;170443,453;433063,2902
2018;1;1;CALI;133287,5278;330353,2142
2018;1;2;CALI;133287,5278;330353,2142
2018;1;3;CALI;133287,5278;330353,2142
2018;1;4;CALI;133287,5278;330353,2142
2018;1;5;CALI;133287,5278;330353,2142
2018;1;6;CALI;133287,5278;330353,2142
2018;2;7;CALI;134853,272;332984,1974
2018;2;8;CALI;134853,272;332984,1974
2018;2;9;CALI;134853,272;332984,1974
2018;2;10;CALI;134853,272;332984,1974
2018;2;11;CALI;134853,272;332984,1974
2018;2;12;CALI;134853,272;332984,1974
2018;1;1;CARTAGENA;134302,3092;340310,5273
2018;1;2;CARTAGENA;134302,3092;340310,5273
2018;1;3;CARTAGENA;134302,3092;340310,5273
2018;1;4;CARTAGENA;134302,3092;340310,5273
2018;1;5;CARTAGENA;134302,3092;340310,5273
2018;1;6;CARTAGENA;134302,3092;340310,5273
2018;2;7;CARTAGENA;135986,1801;343077,5173
2018;2;8;CARTAGENA;135986,1801;343077,5173
2018;2;9;CARTAGENA;135986,1801;343077,5173
2018;2;10;CARTAGENA;135986,1801;343077,5173
2018;2;11;CARTAGENA;135986,1801;343077,5173
2018;2;12;CARTAGENA;135986,1801;343077,5173
2018;1;1;CUCUTA;121122,2419;300514,4967
2018;1;2;CUCUTA;121122,2419;300514,4967
2018;1;3;CUCUTA;121122,2419;300514,4967
2018;1;4;CUCUTA;121122,2419;300514,4967
2018;1;5;CUCUTA;121122,2419;300514,4967
2018;1;6;CUCUTA;121122,2419;300514,4967
2018;2;7;CUCUTA;122363,9628;303826,2339
2018;2;8;CUCUTA;122363,9628;303826,2339
2018;2;9;CUCUTA;122363,9628;303826,2339
2018;2;10;CUCUTA;122363,9628;303826,2339
2018;2;11;CUCUTA;122363,9628;303826,2339
2018;2;12;CUCUTA;122363,9628;303826,2339
2018;1;1;FLORENCIA;126965,0772;344164,0876
2018;1;2;FLORENCIA;126965,0772;344164,0876
2018;1;3;FLORENCIA;126965,0772;344164,0876
2018;1;4;FLORENCIA;126965,0772;344164,0876
2018;1;5;FLORENCIA;126965,0772;344164,0876
2018;1;6;FLORENCIA;126965,0772;344164,0876
2018;2;7;FLORENCIA;127533,2297;346824,2033
2018;2;8;FLORENCIA;127533,2297;346824,2033
2018;2;9;FLORENCIA;127533,2297;346824,2033
2018;2;10;FLORENCIA;127533,2297;346824,2033
2018;2;11;FLORENCIA;127533,2297;346824,2033
2018;2;12;FLORENCIA;127533,2297;346824,2033
2018;1;1;IBAGUE;131755,7752;367350,1148
2018;1;2;IBAGUE;131755,7752;367350,1148
2018;1;3;IBAGUE;131755,7752;367350,1148
2018;1;4;IBAGUE;131755,7752;367350,1148
2018;1;5;IBAGUE;131755,7752;367350,1148
2018;1;6;IBAGUE;131755,7752;367350,1148
2018;2;7;IBAGUE;132231,9555;368922,9005
2018;2;8;IBAGUE;132231,9555;368922,9005
2018;2;9;IBAGUE;132231,9555;368922,9005
2018;2;10;IBAGUE;132231,9555;368922,9005
2018;2;11;IBAGUE;132231,9555;368922,9005
2018;2;12;IBAGUE;132231,9555;368922,9005
2018;1;1;MANIZALES;125705,3724;362667,529
2018;1;2;MANIZALES;125705,3724;362667,529
2018;1;3;MANIZALES;125705,3724;362667,529
2018;1;4;MANIZALES;125705,3724;362667,529
2018;1;5;MANIZALES;125705,3724;362667,529
2018;1;6;MANIZALES;125705,3724;362667,529
2018;2;7;MANIZALES;125982,5726;366675,4843
2018;2;8;MANIZALES;125982,5726;366675,4843
2018;2;9;MANIZALES;125982,5726;366675,4843
2018;2;10;MANIZALES;125982,5726;366675,4843
2018;2;11;MANIZALES;125982,5726;366675,4843
2018;2;12;MANIZALES;125982,5726;366675,4843
2018;1;1;MEDELLIN;134157,609;388071,3254
2018;1;2;MEDELLIN;134157,609;388071,3254
2018;1;3;MEDELLIN;134157,609;388071,3254
2018;1;4;MEDELLIN;134157,609;388071,3254
2018;1;5;MEDELLIN;134157,609;388071,3254
2018;1;6;MEDELLIN;134157,609;388071,3254
2018;2;7;MEDELLIN;134427,1821;391882,7573
2018;2;8;MEDELLIN;134427,1821;391882,7573
2018;2;9;MEDELLIN;134427,1821;391882,7573
2018;2;10;MEDELLIN;134427,1821;391882,7573
2018;2;11;MEDELLIN;134427,1821;391882,7573
2018;2;12;MEDELLIN;134427,1821;391882,7573
2018;1;1;MONTERIA;128635,3102;306098,3583
2018;1;2;MONTERIA;128635,3102;306098,3583
2018;1;3;MONTERIA;128635,3102;306098,3583
2018;1;4;MONTERIA;128635,3102;306098,3583
2018;1;5;MONTERIA;128635,3102;306098,3583
2018;1;6;MONTERIA;128635,3102;306098,3583
2018;2;7;MONTERIA;129655,9359;311310,9021
2018;2;8;MONTERIA;129655,9359;311310,9021
2018;2;9;MONTERIA;129655,9359;311310,9021
2018;2;10;MONTERIA;129655,9359;311310,9021
2018;2;11;MONTERIA;129655,9359;311310,9021
2018;2;12;MONTERIA;129655,9359;311310,9021
2018;1;1;NEIVA;139619,6581;394596,4753
2018;1;2;NEIVA;139619,6581;394596,4753
2018;1;3;NEIVA;139619,6581;394596,4753
2018;1;4;NEIVA;139619,6581;394596,4753
2018;1;5;NEIVA;139619,6581;394596,4753
2018;1;6;NEIVA;139619,6581;394596,4753
2018;2;7;NEIVA;141847,3259;397507,4409
2018;2;8;NEIVA;141847,3259;397507,4409
2018;2;9;NEIVA;141847,3259;397507,4409
2018;2;10;NEIVA;141847,3259;397507,4409
2018;2;11;NEIVA;141847,3259;397507,4409
2018;2;12;NEIVA;141847,3259;397507,4409
2018;1;1;PASTO;143677,7318;375668,7643
2018;1;2;PASTO;143677,7318;375668,7643
2018;1;3;PASTO;143677,7318;375668,7643
2018;1;4;PASTO;143677,7318;375668,7643
2018;1;5;PASTO;143677,7318;375668,7643
2018;1;6;PASTO;143677,7318;375668,7643
2018;2;7;PASTO;147011,5421;383655,6358
2018;2;8;PASTO;147011,5421;383655,6358
2018;2;9;PASTO;147011,5421;383655,6358
2018;2;10;PASTO;147011,5421;383655,6358
2018;2;11;PASTO;147011,5421;383655,6358
2018;2;12;PASTO;147011,5421;383655,6358
2018;1;1;PEREIRA;138381,5731;377151,4924
2018;1;2;PEREIRA;138381,5731;377151,4924
2018;1;3;PEREIRA;138381,5731;377151,4924
2018;1;4;PEREIRA;138381,5731;377151,4924
2018;1;5;PEREIRA;138381,5731;377151,4924
2018;1;6;PEREIRA;138381,5731;377151,4924
2018;2;7;PEREIRA;138657,1313;381037,297
2018;2;8;PEREIRA;138657,1313;381037,297
2018;2;9;PEREIRA;138657,1313;381037,297
2018;2;10;PEREIRA;138657,1313;381037,297
2018;2;11;PEREIRA;138657,1313;381037,297
2018;2;12;PEREIRA;138657,1313;381037,297
2018;1;1;POPAYAN;156898,9907;396220,9716
2018;1;2;POPAYAN;156898,9907;396220,9716
2018;1;3;POPAYAN;156898,9907;396220,9716
2018;1;4;POPAYAN;156898,9907;396220,9716
2018;1;5;POPAYAN;156898,9907;396220,9716
2018;1;6;POPAYAN;156898,9907;396220,9716
2018;2;7;POPAYAN;157861,0628;401039,628
2018;2;8;POPAYAN;157861,0628;401039,628
2018;2;9;POPAYAN;157861,0628;401039,628
2018;2;10;POPAYAN;157861,0628;401039,628
2018;2;11;POPAYAN;157861,0628;401039,628
2018;2;12;POPAYAN;157861,0628;401039,628
2018;1;1;QUIBDO;153278,1352;383825,554
2018;1;2;QUIBDO;153278,1352;383825,554
2018;1;3;QUIBDO;153278,1352;383825,554
2018;1;4;QUIBDO;153278,1352;383825,554
2018;1;5;QUIBDO;153278,1352;383825,554
2018;1;6;QUIBDO;153278,1352;383825,554
2018;2;7;QUIBDO;154209,523;387666,6383
2018;2;8;QUIBDO;154209,523;387666,6383
2018;2;9;QUIBDO;154209,523;387666,6383
2018;2;10;QUIBDO;154209,523;387666,6383
2018;2;11;QUIBDO;154209,523;387666,6383
2018;2;12;QUIBDO;154209,523;387666,6383
2018;1;1;RESTO URBANO;125458,5701;285309,5819
2018;1;2;RESTO URBANO;125458,5701;285309,5819
2018;1;3;RESTO URBANO;125458,5701;285309,5819
2018;1;4;RESTO URBANO;125458,5701;285309,5819
2018;1;5;RESTO URBANO;125458,5701;285309,5819
2018;1;6;RESTO URBANO;125458,5701;285309,5819
2018;2;7;RESTO URBANO;126220,9134;288164,7804
2018;2;8;RESTO URBANO;126220,9134;288164,7804
2018;2;9;RESTO URBANO;126220,9134;288164,7804
2018;2;10;RESTO URBANO;126220,9134;288164,7804
2018;2;11;RESTO URBANO;126220,9134;288164,7804
2018;2;12;RESTO URBANO;126220,9134;288164,7804
2018;1;1;RIOHACHA;120205,0782;262781,2843
2018;1;2;RIOHACHA;120205,0782;262781,2843
2018;1;3;RIOHACHA;120205,0782;262781,2843
2018;1;4;RIOHACHA;120205,0782;262781,2843
2018;1;5;RIOHACHA;120205,0782;262781,2843
2018;1;6;RIOHACHA;120205,0782;262781,2843
2018;2;7;RIOHACHA;121280,7741;264884,9003
2018;2;8;RIOHACHA;121280,7741;264884,9003
2018;2;9;RIOHACHA;121280,7741;264884,9003
2018;2;10;RIOHACHA;121280,7741;264884,9003
2018;2;11;RIOHACHA;121280,7741;264884,9003
2018;2;12;RIOHACHA;121280,7741;264884,9003
2018;1;1;RURAL;102315,4472;203229,0066
2018;1;2;RURAL;102315,4472;203229,0066
2018;1;3;RURAL;102315,4472;203229,0066
2018;1;4;RURAL;102315,4472;203229,0066
2018;1;5;RURAL;102315,4472;203229,0066
2018;1;6;RURAL;102315,4472;203229,0066
2018;2;7;RURAL;102960,3436;205398,9016
2018;2;8;RURAL;102960,3436;205398,9016
2018;2;9;RURAL;102960,3436;205398,9016
2018;2;10;RURAL;102960,3436;205398,9016
2018;2;11;RURAL;102960,3436;205398,9016
2018;2;12;RURAL;102960,3436;205398,9016
2018;1;1;SANTA MARTA;144074,5754;314322,3784
2018;1;2;SANTA MARTA;144074,5754;314322,3784
2018;1;3;SANTA MARTA;144074,5754;314322,3784
2018;1;4;SANTA MARTA;144074,5754;314322,3784
2018;1;5;SANTA MARTA;144074,5754;314322,3784
2018;1;6;SANTA MARTA;144074,5754;314322,3784
2018;2;7;SANTA MARTA;145324,1413;319842,0501
2018;2;8;SANTA MARTA;145324,1413;319842,0501
2018;2;9;SANTA MARTA;145324,1413;319842,0501
2018;2;10;SANTA MARTA;145324,1413;319842,0501
2018;2;11;SANTA MARTA;145324,1413;319842,0501
2018;2;12;SANTA MARTA;145324,1413;319842,0501
2018;1;1;SINCELEJO;117298,2334;290785,6742
2018;1;2;SINCELEJO;117298,2334;290785,6742
2018;1;3;SINCELEJO;117298,2334;290785,6742
2018;1;4;SINCELEJO;117298,2334;290785,6742
2018;1;5;SINCELEJO;117298,2334;290785,6742
2018;1;6;SINCELEJO;117298,2334;290785,6742
2018;2;7;SINCELEJO;118611,973;295869,852
2018;2;8;SINCELEJO;118611,973;295869,852
2018;2;9;SINCELEJO;118611,973;295869,852
2018;2;10;SINCELEJO;118611,973;295869,852
2018;2;11;SINCELEJO;118611,973;295869,852
2018;2;12;SINCELEJO;118611,973;295869,852
2018;1;1;TUNJA;161900,5763;413267,1755
2018;1;2;TUNJA;161900,5763;413267,1755
2018;1;3;TUNJA;161900,5763;413267,1755
2018;1;4;TUNJA;161900,5763;413267,1755
2018;1;5;TUNJA;161900,5763;413267,1755
2018;1;6;TUNJA;161900,5763;413267,1755
2018;2;7;TUNJA;162538,7788;417928,2506
2018;2;8;TUNJA;162538,7788;417928,2506
2018;2;9;TUNJA;162538,7788;417928,2506
2018;2;10;TUNJA;162538,7788;417928,2506
2018;2;11;TUNJA;162538,7788;417928,2506
2018;2;12;TUNJA;162538,7788;417928,2506
2018;1;1;VALLEDUPAR;122633,2523;313371,7214
2018;1;2;VALLEDUPAR;122633,2523;313371,7214
2018;1;3;VALLEDUPAR;122633,2523;313371,7214
2018;1;4;VALLEDUPAR;122633,2523;313371,7214
2018;1;5;VALLEDUPAR;122633,2523;313371,7214
2018;1;6;VALLEDUPAR;122633,2523;313371,7214
2018;2;7;VALLEDUPAR;124757,3742;317008,2715
2018;2;8;VALLEDUPAR;124757,3742;317008,2715
2018;2;9;VALLEDUPAR;124757,3742;317008,2715
2018;2;10;VALLEDUPAR;124757,3742;317008,2715
2018;2;11;VALLEDUPAR;124757,3742;317008,2715
2018;2;12;VALLEDUPAR;124757,3742;317008,2715
2018;1;1;VILLAVICENCIO;153427,1447;360438,631
2018;1;2;VILLAVICENCIO;153427,1447;360438,631
2018;1;3;VILLAVICENCIO;153427,1447;360438,631
2018;1;4;VILLAVICENCIO;153427,1447;360438,631
2018;1;5;VILLAVICENCIO;153427,1447;360438,631
2018;1;6;VILLAVICENCIO;153427,1447;360438,631
2018;2;7;VILLAVICENCIO;154250,1841;361532,3669
2018;2;8;VILLAVICENCIO;154250,1841;361532,3669
2018;2;9;VILLAVICENCIO;154250,1841;361532,3669
2018;2;10;VILLAVICENCIO;154250,1841;361532,3669
2018;2;11;VILLAVICENCIO;154250,1841;361532,3669
2018;2;12;VILLAVICENCIO;154250,1841;361532,3669
